ParticleSize,Pressure,HydraulicConductivity,UptakeRate,DrugReleaseRate,PredictedPenetration,PredictedMaxConc,PredictedCoverage,DeliveryTime
60.0,22.5,1e-06,0.1,0.1,0.18570442,0.8941275,37.77302,40.963593
60.0,22.5,1.2e-06,0.1,0.005,0.17709337,0.42786708,36.3951,78.858635
60.0,22.5,1.2e-06,0.1,0.0525,0.19282793,0.89922225,39.408463,40.02222
60.0,22.5,1.2e-06,0.1,0.1,0.19814475,0.9002534,40.371674,37.219463
60.0,25.0,8e-07,0.02,0.005,0.2771232,0.45323756,56.094193,57.416553
60.0,25.0,8e-07,0.02,0.0525,0.33358616,0.9701349,67.334915,35.157955
60.0,25.0,8e-07,0.02,0.1,0.34181643,0.97035366,68.77544,33.17603
60.0,25.0,1e-06,0.02,0.005,0.29270703,0.45751396,59.23428,47.1652
60.0,25.0,1e-06,0.02,0.0525,0.35246965,0.9756441,70.85869,29.09019
60.0,25.0,1e-06,0.02,0.1,0.35808563,0.9765869,71.96495,27.302183
60.0,25.0,1.2e-06,0.02,0.005,0.33383426,0.45911956,67.113075,45.915115
60.0,25.0,1.2e-06,0.02,0.0525,0.38721934,0.97803783,77.74478,25.368282
60.0,25.0,1.2e-06,0.02,0.1,0.3884202,0.9784526,78.12244,23.793848
60.0,25.0,8e-07,0.04,0.005,0.2633006,0.43377772,53.46365,59.817413
60.0,25.0,8e-07,0.04,0.0525,0.28862342,0.94454825,58.54049,36.960274
60.0,25.0,8e-07,0.04,0.1,0.29586115,0.94329774,59.58102,34.72833
60.0,25.0,1e-06,0.04,0.005,0.2661923,0.44301605,53.979153,47.977444
60.0,25.0,1e-06,0.04,0.0525,0.3154614,0.95257103,63.450417,30.284027
60.0,25.0,1e-06,0.04,0.1,0.321258,0.95308053,64.38135,28.02469
60.0,25.0,1.2e-06,0.04,0.005,0.28518435,0.44462165,57.767113,45.549183
60.0,25.0,1.2e-06,0.04,0.0525,0.34022227,0.9573287,68.60608,25.707947
60.0,25.0,1.2e-06,0.04,0.1,0.34206626,0.9576085,69.01098,24.188877
60.0,25.0,8e-07,0.06,0.005,0.20379908,0.43037203,41.693604,72.94093
60.0,25.0,8e-07,0.06,0.0525,0.23083894,0.92412615,46.831272,43.688976
60.0,25.0,8e-07,0.06,0.1,0.23006184,0.9230383,46.76657,38.84038
60.0,25.0,1e-06,0.06,0.005,0.23476893,0.4352236,47.811226,56.208317
60.0,25.0,1e-06,0.06,0.0525,0.27251667,0.93526495,54.843853,32.3973
60.0,25.0,1e-06,0.06,0.1,0.27125534,0.9359371,54.665848,29.294418
60.0,25.0,1.2e-06,0.06,0.005,0.26644552,0.4359454,54.04811,53.371418
60.0,25.0,1.2e-06,0.06,0.0525,0.291147,0.94024736,58.740005,27.321756
60.0,25.0,1.2e-06,0.06,0.1,0.29072452,0.9407738,58.679947,25.719067
60.0,25.0,8e-07,0.08,0.005,0.1747124,0.41424304,35.934788,79.59246
60.0,25.0,8e-07,0.08,0.0525,0.18980773,0.89514107,38.63095,45.01777
60.0,25.0,8e-07,0.08,0.1,0.18908685,0.8941389,38.517994,42.248627
60.0,25.0,1e-06,0.08,0.005,0.20737693,0.41928563,42.395493,63.971157
60.0,25.0,1e-06,0.08,0.0525,0.22734743,0.913714,46.029736,32.17146
60.0,25.0,1e-06,0.08,0.1,0.22725953,0.9146733,45.743324,29.07048
60.0,25.0,1.2e-06,0.08,0.005,0.23474936,0.41907445,47.687855,61.158947
60.0,25.0,1.2e-06,0.08,0.0525,0.25391775,0.920445,51.319057,29.585793
60.0,25.0,1.2e-06,0.08,0.1,0.25466874,0.9219914,51.31049,26.474592
60.0,25.0,8e-07,0.1,0.005,0.15658234,0.41551226,32.189907,89.12379
60.0,25.0,8e-07,0.1,0.0525,0.16895555,0.88326013,34.47307,53.454044
60.0,25.0,8e-07,0.1,0.1,0.17200911,0.8831115,35.155148,52.143906
60.0,25.0,1e-06,0.1,0.005,0.16965216,0.42055485,34.935043,77.357704
60.0,25.0,1e-06,0.1,0.0525,0.18531318,0.89703965,37.74093,40.678574
60.0,25.0,1e-06,0.1,0.1,0.18968165,0.8982975,38.442974,36.61737
60.0,25.0,1.2e-06,0.1,0.005,0.18579124,0.42041314,38.05762,71.022804
60.0,25.0,1.2e-06,0.1,0.0525,0.20355017,0.90237314,41.43225,38.010498
60.0,25.0,1.2e-06,0.1,0.1,0.20852917,0.9024123,42.412144,34.804386
80.0,15.0,8e-07,0.02,0.005,0.23553646,0.46067518,47.740395,85.19113
80.0,15.0,8e-07,0.02,0.0525,0.26428682,0.9501098,53.406998,53.493767
80.0,15.0,8e-07,0.02,0.1,0.26599297,0.95333225,53.613636,53.39897
80.0,15.0,1e-06,0.02,0.005,0.24949831,0.4644131,50.829212,62.485493
80.0,15.0,1e-06,0.02,0.0525,0.28102142,0.9532066,56.875263,46.7298
80.0,15.0,1e-06,0.02,0.1,0.28435332,0.9560188,57.361916,43.565136
80.0,15.0,1.2e-06,0.02,0.005,0.273986,0.46662837,55.273212,59.605694
80.0,15.0,1.2e-06,0.02,0.0525,0.2895909,0.95466304,58.507866,41.125053
80.0,15.0,1.2e-06,0.02,0.1,0.2945881,0.95724773,59.42118,40.9781
80.0,15.0,8e-07,0.04,0.005,0.19500388,0.44190407,39.603355,85.36074
80.0,15.0,8e-07,0.04,0.0525,0.22551753,0.9216771,45.710724,56.23195
80.0,15.0,8e-07,0.04,0.1,0.22927105,0.9227748,46.215622,54.565346
80.0,15.0,1e-06,0.04,0.005,0.2135837,0.44964767,43.066406,65.05822
80.0,15.0,1e-06,0.04,0.0525,0.24871749,0.9347064,49.99138,49.014763
80.0,15.0,1e-06,0.04,0.1,0.25502864,0.9350134,50.969284,43.4429
80.0,15.0,1.2e-06,0.04,0.005,0.21930863,0.45186293,44.76244,60.772255
80.0,15.0,1.2e-06,0.04,0.0525,0.2564545,0.9393585,52.179966,43.9759
80.0,15.0,1.2e-06,0.04,0.1,0.26423612,0.9399034,53.54484,42.347973
80.0,15.0,8e-07,0.06,0.005,0.14867201,0.4362763,30.438599,105.86648
80.0,15.0,8e-07,0.06,0.0525,0.1749967,0.889265,35.77174,66.4049
80.0,15.0,8e-07,0.06,0.1,0.17629983,0.89070135,36.096066,64.61649
80.0,15.0,1e-06,0.06,0.005,0.17776778,0.43995634,36.354336,75.38244
80.0,15.0,1e-06,0.06,0.0525,0.20619762,0.9076097,41.87089,51.88075
80.0,15.0,1e-06,0.06,0.1,0.2090822,0.90825534,42.312466,46.44209
80.0,15.0,1.2e-06,0.06,0.005,0.18966618,0.44104713,38.70184,71.85195
80.0,15.0,1.2e-06,0.06,0.0525,0.2121045,0.91273993,43.06467,46.899525
80.0,15.0,1.2e-06,0.06,0.1,0.21729177,0.91440445,43.85835,45.408955
80.0,15.0,8e-07,0.08,0.005,0.13624203,0.41966856,27.681059,119.44254
80.0,15.0,8e-07,0.08,0.0525,0.14597051,0.8641336,29.510525,86.43595
80.0,15.0,8e-07,0.08,0.1,0.1512309,0.86556995,30.71908,73.629524
80.0,15.0,1e-06,0.08,0.005,0.1533833,0.42137945,31.369894,107.73121
80.0,15.0,1e-06,0.08,0.0525,0.16542283,0.8802327,33.6151,56.993896
80.0,15.0,1e-06,0.08,0.1,0.1707521,0.88147986,34.53252,56.289795
80.0,15.0,1.2e-06,0.08,0.005,0.17497642,0.42153728,35.34429,77.456
80.0,15.0,1.2e-06,0.08,0.0525,0.19085713,0.89012563,38.60484,52.40554
80.0,15.0,1.2e-06,0.08,0.1,0.19189556,0.8929507,38.70381,51.565582
80.0,15.0,8e-07,0.1,0.005,0.11205327,0.41985044,23.105515,127.22041
80.0,15.0,8e-07,0.1,0.0525,0.12150029,0.8415207,24.700834,120.88823
80.0,15.0,8e-07,0.1,0.1,0.12906276,0.8424234,26.472391,89.836395
80.0,15.0,1e-06,0.1,0.005,0.12115379,0.42156133,25.283386,124.1756
80.0,15.0,1e-06,0.1,0.0525,0.13318042,0.8605039,27.159412,116.63144
80.0,15.0,1e-06,0.1,0.1,0.14006469,0.86186594,28.456003,90.0929
80.0,15.0,1.2e-06,0.1,0.005,0.15022622,0.42221484,30.755804,99.8766
80.0,15.0,1.2e-06,0.1,0.0525,0.16189002,0.8716077,32.974995,77.008484
80.0,15.0,1.2e-06,0.1,0.1,0.16448344,0.87471896,33.453148,75.4568
80.0,17.5,8e-07,0.02,0.005,0.25316912,0.45793498,51.21557,80.55174
80.0,17.5,8e-07,0.02,0.0525,0.27872,0.96029794,56.439774,48.04708
80.0,17.5,8e-07,0.02,0.1,0.2805889,0.9610566,56.645638,47.247643
80.0,17.5,1e-06,0.02,0.005,0.27719098,0.4616729,55.886654,58.223682
80.0,17.5,1e-06,0.02,0.0525,0.3088211,0.96578026,62.174572,42.31478
80.0,17.5,1e-06,0.02,0.1,0.31084692,0.96612865,62.329422,39.87141
80.0,17.5,1.2e-06,0.02,0.005,0.2977476,0.4636164,59.793236,55.346508
80.0,17.5,1.2e-06,0.02,0.0525,0.3177555,0.9667814,63.9727,40.2847
80.0,17.5,1.2e-06,0.02,0.1,0.32225725,0.9678048,64.92516,37.70627
80.0,17.5,8e-07,0.04,0.005,0.21185571,0.43944517,42.759365,82.71468
80.0,17.5,8e-07,0.04,0.0525,0.23770693,0.9282439,48.11408,51.147118
80.0,17.5,8e-07,0.04,0.1,0.2416232,0.9272174,48.444225,50.02466
80.0,17.5,1e-06,0.04,0.005,0.2512996,0.44718876,50.29459,62.78735
80.0,17.5,1e-06,0.04,0.0525,0.27136788,0.941172,54.3751,45.36234
80.0,17.5,1e-06,0.04,0.1,0.27637303,0.940533,54.99705,41.543022
80.0,17.5,1.2e-06,0.04,0.005,0.25607887,0.4489279,52.03327,57.37813
80.0,17.5,1.2e-06,0.04,0.0525,0.28392,0.9462391,57.648026,41.12836
80.0,17.5,1.2e-06,0.04,0.1,0.29168192,0.9467017,59.06148,38.2807
80.0,17.5,8e-07,0.06,0.005,0.15257111,0.43300208,31.235338,99.06656
80.0,17.5,8e-07,0.06,0.0525,0.18341938,0.90520704,37.384632,60.92092
80.0,17.5,8e-07,0.06,0.1,0.18359248,0.90451926,37.42385,59.726013
80.0,17.5,1e-06,0.06,0.005,0.17970338,0.43668213,36.622063,71.85137
80.0,17.5,1e-06,0.06,0.0525,0.21410249,0.92170155,43.310604,48.14219
80.0,17.5,1e-06,0.06,0.1,0.21357542,0.9214012,43.104145,44.066563
80.0,17.5,1.2e-06,0.06,0.005,0.19630498,0.4372968,39.997196,66.93557
80.0,17.5,1.2e-06,0.06,0.0525,0.2243789,0.92663753,45.358154,43.734745
80.0,17.5,1.2e-06,0.06,0.1,0.22744092,0.92821974,45.87483,40.676266
80.0,17.5,8e-07,0.08,0.005,0.13641739,0.41934967,27.951073,120.182846
80.0,17.5,8e-07,0.08,0.0525,0.1536595,0.8770449,31.243628,77.92675
80.0,17.5,8e-07,0.08,0.1,0.15258715,0.87635714,30.986118,65.90128
80.0,17.5,1e-06,0.08,0.005,0.1555074,0.42106056,31.93608,107.8846
80.0,17.5,1e-06,0.08,0.0525,0.17884332,0.8870553,36.36396,53.76901
80.0,17.5,1e-06,0.08,0.1,0.17732213,0.8873564,35.801643,52.03613
80.0,17.5,1.2e-06,0.08,0.005,0.17723344,0.42074227,36.175385,77.05043
80.0,17.5,1.2e-06,0.08,0.0525,0.200729,0.90167296,40.672226,46.497334
80.0,17.5,1.2e-06,0.08,0.1,0.19964218,0.9051485,40.359756,43.731094
80.0,17.5,8e-07,0.1,0.005,0.11555082,0.41945425,23.822023,128.36276
80.0,17.5,8e-07,0.1,0.0525,0.13330981,0.8522367,27.046623,120.2046
80.0,17.5,8e-07,0.1,0.1,0.14325997,0.85253114,29.028694,87.13839
80.0,17.5,1e-06,0.1,0.005,0.12716675,0.42116514,26.379768,125.01222
80.0,17.5,1e-06,0.1,0.0525,0.14870502,0.86549366,30.226343,108.63738
80.0,17.5,1e-06,0.1,0.1,0.15745896,0.86626697,31.71978,77.384735
80.0,17.5,1.2e-06,0.1,0.005,0.14818448,0.4213273,30.582884,100.040955
80.0,17.5,1.2e-06,0.1,0.0525,0.17043662,0.8785305,34.73119,60.563026
80.0,17.5,1.2e-06,0.1,0.1,0.17183632,0.8809385,34.93234,54.492115
80.0,20.0,8e-07,0.02,0.005,0.2622534,0.46057108,52.72389,66.184494
80.0,20.0,8e-07,0.02,0.0525,0.2961242,0.96799666,59.728886,41.681126
80.0,20.0,8e-07,0.02,0.1,0.29778302,0.9688342,60.00499,40.038433
80.0,20.0,1e-06,0.02,0.005,0.28190005,0.46439102,56.625668,50.508644
80.0,20.0,1e-06,0.02,0.0525,0.3311429,0.97138554,66.49863,35.618195
80.0,20.0,1e-06,0.02,0.1,0.3332191,0.97181284,66.7674,33.920166
80.0,20.0,1.2e-06,0.02,0.005,0.29627898,0.46633452,59.411488,45.877914
80.0,20.0,1.2e-06,0.02,0.0525,0.3503658,0.9721628,70.19575,30.836721
80.0,20.0,1.2e-06,0.02,0.1,0.35436875,0.97353446,71.22337,29.533735
80.0,20.0,8e-07,0.04,0.005,0.21937613,0.44127777,44.37074,69.02049
80.0,20.0,8e-07,0.04,0.0525,0.24867244,0.93502146,50.39523,43.913116
80.0,20.0,8e-07,0.04,0.1,0.25170553,0.93472296,50.788345,42.441505
80.0,20.0,1e-06,0.04,0.005,0.24759048,0.4491034,49.768364,54.623135
80.0,20.0,1e-06,0.04,0.0525,0.28249735,0.9465607,56.75121,37.013874
80.0,20.0,1e-06,0.04,0.1,0.28704926,0.9466496,57.53065,35.479465
80.0,20.0,1.2e-06,0.04,0.005,0.25658846,0.45104688,51.933086,49.68904
80.0,20.0,1.2e-06,0.04,0.0525,0.3002156,0.9505181,60.5876,31.67941
80.0,20.0,1.2e-06,0.04,0.1,0.30590716,0.95181936,62.022865,30.310825
80.0,20.0,8e-07,0.06,0.005,0.17490308,0.4369068,35.68548,91.48474
80.0,20.0,8e-07,0.06,0.0525,0.20485911,0.90945405,41.624725,49.151783
80.0,20.0,8e-07,0.06,0.1,0.20462142,0.9094942,41.67131,45.307617
80.0,20.0,1e-06,0.06,0.005,0.20151278,0.4406078,40.95223,62.465202
80.0,20.0,1e-06,0.06,0.0525,0.23593661,0.92134994,47.590996,40.98542
80.0,20.0,1e-06,0.06,0.1,0.23542853,0.92177755,47.48642,38.85287
80.0,20.0,1.2e-06,0.06,0.005,0.23315611,0.4414268,47.213364,57.464535
80.0,20.0,1.2e-06,0.06,0.0525,0.25309947,0.9262206,50.859634,35.217636
80.0,20.0,1.2e-06,0.06,0.1,0.2518659,0.9283722,50.808414,33.9099
80.0,20.0,8e-07,0.08,0.005,0.15781023,0.4217402,31.958422,94.141556
80.0,20.0,8e-07,0.08,0.0525,0.17548801,0.8848234,35.47423,53.669495
80.0,20.0,8e-07,0.08,0.1,0.17412785,0.8849492,35.50353,50.012825
80.0,20.0,1e-06,0.08,0.005,0.17518689,0.42392248,35.487385,73.86516
80.0,20.0,1e-06,0.08,0.0525,0.20121035,0.9019043,40.527004,42.941856
80.0,20.0,1e-06,0.08,0.1,0.19983113,0.903019,40.25194,40.975784
80.0,20.0,1.2e-06,0.08,0.005,0.19900763,0.42380854,40.161156,69.67486
80.0,20.0,1.2e-06,0.08,0.0525,0.2208053,0.9105001,44.487514,39.16488
80.0,20.0,1.2e-06,0.08,0.1,0.21878704,0.9146307,44.531128,35.94725
80.0,20.0,8e-07,0.1,0.005,0.13087896,0.42281753,26.69167,102.441414
80.0,20.0,8e-07,0.1,0.0525,0.14743109,0.8610917,29.989561,92.01489
80.0,20.0,8e-07,0.1,0.1,0.16009684,0.8610568,32.716003,72.00356
80.0,20.0,1e-06,0.1,0.005,0.14059626,0.4249998,28.858387,101.92908
80.0,20.0,1e-06,0.1,0.0525,0.16013348,0.875968,32.446926,78.14819
80.0,20.0,1e-06,0.1,0.1,0.17203277,0.876412,34.685204,57.38374
80.0,20.0,1.2e-06,0.1,0.005,0.16189219,0.42549694,33.157417,95.53272
80.0,20.0,1.2e-06,0.1,0.0525,0.1815155,0.88888174,36.942245,48.30386
80.0,20.0,1.2e-06,0.1,0.1,0.18498714,0.89080185,37.957054,44.003376
80.0,22.5,8e-07,0.02,0.005,0.26755556,0.46068895,53.915497,58.73004
80.0,22.5,8e-07,0.02,0.0525,0.3119,0.96735924,62.84453,37.797134
80.0,22.5,8e-07,0.02,0.1,0.31299156,0.96766216,63.081184,35.856926
80.0,22.5,1e-06,0.02,0.005,0.2861861,0.4641847,57.675377,46.331837
80.0,22.5,1e-06,0.02,0.0525,0.3350449,0.9720697,67.398964,33.875874
80.0,22.5,1e-06,0.02,0.1,0.33658674,0.9723726,67.84776,32.02182
80.0,22.5,1.2e-06,0.02,0.005,0.31542656,0.4661282,63.21691,44.71289
80.0,22.5,1.2e-06,0.02,0.0525,0.36296874,0.9761187,72.80501,27.306177
80.0,22.5,1.2e-06,0.02,0.1,0.36643738,0.97717583,73.85193,25.542854
80.0,22.5,8e-07,0.04,0.005,0.25420916,0.44139564,51.445,60.817993
80.0,22.5,8e-07,0.04,0.0525,0.2732311,0.94014174,55.24495,39.711525
80.0,22.5,8e-07,0.04,0.1,0.27569705,0.9389754,55.570194,37.990433
80.0,22.5,1e-06,0.04,0.005,0.26197937,0.44985333,52.731007,48.022243
80.0,22.5,1e-06,0.04,0.0525,0.30105397,0.9478133,60.455627,35.47129
80.0,22.5,1e-06,0.04,0.1,0.30257505,0.9476829,60.710133,33.509285
80.0,22.5,1.2e-06,0.04,0.005,0.2753433,0.45179683,55.429337,45.604187
80.0,22.5,1.2e-06,0.04,0.0525,0.32902142,0.9551664,66.163574,28.074823
80.0,22.5,1.2e-06,0.04,0.1,0.3323663,0.9560886,67.067055,26.365341
80.0,22.5,8e-07,0.06,0.005,0.19366047,0.4369636,39.54115,74.31568
80.0,22.5,8e-07,0.06,0.0525,0.22359407,0.9203785,45.463295,46.083717
80.0,22.5,8e-07,0.06,0.1,0.22354029,0.91955084,45.47496,41.99007
80.0,22.5,1e-06,0.06,0.005,0.21804841,0.44135773,44.407207,55.960358
80.0,22.5,1e-06,0.06,0.0525,0.25743717,0.93034285,52.188988,36.36391
80.0,22.5,1e-06,0.06,0.1,0.25714588,0.9305512,52.075787,33.80245
80.0,22.5,1.2e-06,0.06,0.005,0.2523274,0.44217676,51.079285,53.23461
80.0,22.5,1.2e-06,0.06,0.0525,0.27861652,0.93659693,56.31496,28.56892
80.0,22.5,1.2e-06,0.06,0.1,0.2782839,0.93752235,56.24831,26.918972
80.0,22.5,8e-07,0.08,0.005,0.16726938,0.42179698,34.182785,84.13798
80.0,22.5,8e-07,0.08,0.0525,0.18700154,0.88742006,37.878334,48.107197
80.0,22.5,8e-07,0.08,0.1,0.1851295,0.88667804,37.685116,43.822014
80.0,22.5,1e-06,0.08,0.005,0.18845361,0.42605892,38.417194,67.77884
80.0,22.5,1e-06,0.08,0.0525,0.2148809,0.90479374,43.62396,36.579636
80.0,22.5,1e-06,0.08,0.1,0.21388853,0.9056892,43.22987,33.38833
80.0,22.5,1.2e-06,0.08,0.005,0.21202575,0.42594498,42.981888,64.51645
80.0,22.5,1.2e-06,0.08,0.0525,0.2326627,0.914773,47.16769,32.22306
80.0,22.5,1.2e-06,0.08,0.1,0.23171541,0.91767746,47.085472,28.622442
80.0,22.5,8e-07,0.1,0.005,0.14047335,0.42303774,28.866238,95.656235
80.0,22.5,8e-07,0.1,0.0525,0.16257429,0.8772167,33.18026,58.534958
80.0,22.5,8e-07,0.1,0.1,0.16749083,0.8770672,34.168316,55.839184
80.0,22.5,1e-06,0.1,0.005,0.16029386,0.42729968,33.046257,85.83954
80.0,22.5,1e-06,0.1,0.0525,0.18110925,0.8918674,37.002186,45.865383
80.0,22.5,1e-06,0.1,0.1,0.18529221,0.8921968,37.528355,42.33325
80.0,22.5,1.2e-06,0.1,0.005,0.17671847,0.4276662,36.21742,77.63799
80.0,22.5,1.2e-06,0.1,0.0525,0.19245303,0.8983217,39.335606,40.972923
80.0,22.5,1.2e-06,0.1,0.1,0.19668108,0.8993104,40.173645,38.294735
80.0,25.0,8e-07,0.02,0.005,0.27417016,0.45323756,55.334682,57.975227
80.0,25.0,8e-07,0.02,0.0525,0.33150697,0.97012186,66.76128,35.445374
80.0,25.0,8e-07,0.02,0.1,0.3322527,0.9698982,67.00089,33.321877
80.0,25.0,1e-06,0.02,0.005,0.29092538,0.45751396,58.678013,46.21914
80.0,25.0,1e-06,0.02,0.0525,0.34923017,0.9748968,70.08169,30.756607
80.0,25.0,1e-06,0.02,0.1,0.34852192,0.97539717,70.2168,28.813002
80.0,25.0,1.2e-06,0.02,0.005,0.31994644,0.45911956,64.217445,44.917492
80.0,25.0,1.2e-06,0.02,0.0525,0.37036416,0.9779556,74.3719,26.090584
80.0,25.0,1.2e-06,0.02,0.1,0.37189737,0.977928,75.08296,24.414112
80.0,25.0,8e-07,0.04,0.005,0.2596667,0.43377772,52.75752,60.20484
80.0,25.0,8e-07,0.04,0.0525,0.2852945,0.9445352,57.67899,37.144768
80.0,25.0,8e-07,0.04,0.1,0.2850477,0.9428423,57.507195,34.823315
80.0,25.0,1e-06,0.04,0.005,0.2646174,0.44301605,53.422417,48.205017
80.0,25.0,1e-06,0.04,0.0525,0.3132634,0.9518237,62.838234,32.00273
80.0,25.0,1e-06,0.04,0.1,0.31182504,0.9518908,62.60726,29.639874
80.0,25.0,1.2e-06,0.04,0.005,0.28013766,0.44462165,56.489994,45.69476
80.0,25.0,1.2e-06,0.04,0.0525,0.3338471,0.9570187,67.1895,26.452105
80.0,25.0,1.2e-06,0.04,0.1,0.33420944,0.95685613,67.72869,24.883066
80.0,25.0,8e-07,0.06,0.005,0.19916128,0.42934567,40.771927,73.144905
80.0,25.0,8e-07,0.06,0.0525,0.22842754,0.92340994,46.227486,43.69002
80.0,25.0,8e-07,0.06,0.1,0.22679415,0.9218797,46.059383,38.75192
80.0,25.0,1e-06,0.06,0.005,0.23454222,0.43452045,47.598457,56.337425
80.0,25.0,1e-06,0.06,0.0525,0.27148578,0.93381447,54.539783,33.23368
80.0,25.0,1e-06,0.06,0.1,0.26936814,0.93404424,54.258377,30.027271
80.0,25.0,1.2e-06,0.06,0.005,0.26509368,0.43524224,53.65006,53.41853
80.0,25.0,1.2e-06,0.06,0.0525,0.2884069,0.9392342,58.19065,27.183586
80.0,25.0,1.2e-06,0.06,0.1,0.28622484,0.93931824,58.005405,25.530928
80.0,25.0,8e-07,0.08,0.005,0.17354321,0.41424304,35.69935,78.47425
80.0,25.0,8e-07,0.08,0.0525,0.18958102,0.8945776,38.41818,46.425106
80.0,25.0,8e-07,0.08,0.1,0.18800384,0.89313304,38.28017,42.239185
80.0,25.0,1e-06,0.08,0.005,0.20689358,0.41928563,42.131367,63.527092
80.0,25.0,1e-06,0.08,0.0525,0.22712073,0.91201633,45.84335,34.053394
80.0,25.0,1e-06,0.08,0.1,0.22617652,0.91293323,45.531887,31.119892
80.0,25.0,1.2e-06,0.08,0.005,0.23175263,0.41907445,46.959553,60.665237
80.0,25.0,1.2e-06,0.08,0.0525,0.2511777,0.9197351,50.72414,30.525522
80.0,25.0,1.2e-06,0.08,0.1,0.25016907,0.921239,50.67187,27.635357
80.0,25.0,8e-07,0.1,0.005,0.15180725,0.41551226,31.244186,88.06261
80.0,25.0,8e-07,0.1,0.0525,0.1679817,0.88235855,34.15152,55.01743
80.0,25.0,8e-07,0.1,0.1,0.17314495,0.88191503,35.181522,52.03353
80.0,25.0,1e-06,0.1,0.005,0.16942546,0.42055485,34.734615,76.43426
80.0,25.0,1e-06,0.1,0.0525,0.18508647,0.8956074,37.5937,41.92548
80.0,25.0,1e-06,0.1,0.1,0.18926944,0.8963668,38.189224,37.74115
80.0,25.0,1.2e-06,0.1,0.005,0.18541634,0.42041314,37.870857,69.99244
80.0,25.0,1.2e-06,0.1,0.0525,0.20317528,0.90147257,41.35031,39.067677
80.0,25.0,1.2e-06,0.1,0.1,0.20706551,0.9014693,42.205032,35.60992
100.0,15.0,8e-07,0.02,0.005,0.2356093,0.46149153,47.542793,84.71578
100.0,15.0,8e-07,0.02,0.0525,0.26466858,0.9501098,53.4482,53.78116
100.0,15.0,8e-07,0.02,0.1,0.26637474,0.9534713,53.56948,53.648937
100.0,15.0,1e-06,0.02,0.005,0.24938543,0.46528727,50.6166,62.085155
100.0,15.0,1e-06,0.02,0.0525,0.28121746,0.9532066,56.932026,46.40409
100.0,15.0,1e-06,0.02,0.1,0.28454936,0.95615786,57.37337,44.276848
100.0,15.0,1.2e-06,0.02,0.005,0.273001,0.46676078,54.929085,59.126945
100.0,15.0,1.2e-06,0.02,0.0525,0.28882685,0.95466304,58.45144,40.519566
100.0,15.0,1.2e-06,0.02,0.1,0.29348257,0.95724773,59.296745,41.410034
100.0,15.0,8e-07,0.04,0.005,0.19602653,0.4427204,39.799557,85.2035
100.0,15.0,8e-07,0.04,0.0525,0.22326186,0.9216128,45.41773,57.10872
100.0,15.0,8e-07,0.04,0.1,0.22711152,0.92217654,45.826756,55.68791
100.0,15.0,1e-06,0.04,0.005,0.21442063,0.45052183,43.24759,64.89381
100.0,15.0,1e-06,0.04,0.0525,0.24683914,0.9346421,49.82548,49.196266
100.0,15.0,1e-06,0.04,0.1,0.25324643,0.93341017,50.747566,44.94505
100.0,15.0,1.2e-06,0.04,0.005,0.22099334,0.45199534,45.04989,60.61517
100.0,15.0,1.2e-06,0.04,0.0525,0.25568148,0.9396335,52.142864,43.963356
100.0,15.0,1.2e-06,0.04,0.1,0.26185492,0.9391734,53.18583,43.372852
100.0,15.0,8e-07,0.06,0.005,0.14922546,0.4369035,30.54271,105.709236
100.0,15.0,8e-07,0.06,0.0525,0.17586783,0.8892006,36.034664,67.281685
100.0,15.0,8e-07,0.06,0.1,0.17717095,0.8899271,36.320526,65.73908
100.0,15.0,1e-06,0.06,0.005,0.17742701,0.44064137,36.303154,75.218025
100.0,15.0,1e-06,0.06,0.0525,0.2061455,0.9075453,42.00333,52.062252
100.0,15.0,1e-06,0.06,0.1,0.20903008,0.90647614,42.44649,47.944237
100.0,15.0,1.2e-06,0.06,0.005,0.18969753,0.44099042,38.74055,71.69487
100.0,15.0,1.2e-06,0.06,0.0525,0.21268211,0.91301495,43.309433,46.886982
100.0,15.0,1.2e-06,0.06,0.1,0.21739428,0.9136744,44.158993,46.433834
100.0,15.0,8e-07,0.08,0.005,0.13620003,0.4199355,27.751543,120.51016
100.0,15.0,8e-07,0.08,0.0525,0.14624618,0.863799,29.83188,89.036606
100.0,15.0,8e-07,0.08,0.1,0.15219413,0.8645254,30.935429,76.23305
100.0,15.0,1e-06,0.08,0.005,0.15304253,0.4216464,31.326088,108.76875
100.0,15.0,1e-06,0.08,0.0525,0.1657115,0.8798981,33.9116,60.41595
100.0,15.0,1e-06,0.08,0.1,0.17104077,0.8794303,34.764053,59.798714
100.0,15.0,1.2e-06,0.08,0.005,0.17487651,0.42180422,35.432007,77.31401
100.0,15.0,1.2e-06,0.08,0.0525,0.19190252,0.89040065,39.10642,52.92767
100.0,15.0,1.2e-06,0.08,0.1,0.19280732,0.89222074,39.19472,52.174576
100.0,15.0,8e-07,0.1,0.005,0.11130276,0.42011738,23.142288,126.879974
100.0,15.0,8e-07,0.1,0.0525,0.12106694,0.8411861,24.781624,118.98411
100.0,15.0,8e-07,0.1,0.1,0.12931694,0.8413788,26.375149,87.946144
100.0,15.0,1e-06,0.1,0.005,0.12081301,0.42182827,25.305151,123.79781
100.0,15.0,1e-06,0.1,0.0525,0.1336234,0.8601693,27.348139,115.724846
100.0,15.0,1e-06,0.1,0.1,0.14050767,0.8598164,28.506742,89.42409
