ParticleSize,Pressure,HydraulicConductivity,UptakeRate,DrugReleaseRate,PredictedPenetration,PredictedMaxConc,PredictedCoverage,DeliveryTime
40.0,17.5,1e-06,0.1,0.0525,0.15032102,0.8670678,30.681377,95.57664
40.0,17.5,1e-06,0.1,0.1,0.15857299,0.8665414,32.14508,77.28374
40.0,17.5,1.2e-06,0.1,0.005,0.14879286,0.4233561,30.669704,99.56484
40.0,17.5,1.2e-06,0.1,0.0525,0.17032953,0.8798326,34.799114,60.45417
40.0,17.5,1.2e-06,0.1,0.1,0.17171244,0.8815911,34.990658,53.885124
40.0,20.0,8e-07,0.02,0.005,0.26553187,0.46042192,53.419586,65.58071
40.0,20.0,8e-07,0.02,0.0525,0.30144376,0.96842504,60.7707,37.26472
40.0,20.0,8e-07,0.02,0.1,0.30188778,0.9701706,60.79937,36.635475
40.0,20.0,1e-06,0.02,0.005,0.282977,0.46434912,57.030476,51.567345
40.0,20.0,1e-06,0.02,0.0525,0.3375664,0.9721684,67.703766,30.557734
40.0,20.0,1e-06,0.02,0.1,0.3379638,0.9735037,67.627686,28.932438
40.0,20.0,1.2e-06,0.02,0.005,0.30856335,0.46618173,62.122696,46.399254
40.0,20.0,1.2e-06,0.02,0.0525,0.36686644,0.9728401,73.425385,28.778454
40.0,20.0,1.2e-06,0.02,0.1,0.36464024,0.97511977,73.263695,27.498806
40.0,20.0,8e-07,0.04,0.005,0.22221173,0.4411286,44.98347,68.71171
40.0,20.0,8e-07,0.04,0.0525,0.25303164,0.93529016,51.418095,39.73997
40.0,20.0,8e-07,0.04,0.1,0.2557176,0.93558097,51.68178,39.203114
40.0,20.0,1e-06,0.04,0.005,0.24947,0.44906148,50.519135,54.559963
40.0,20.0,1e-06,0.04,0.0525,0.28718886,0.94718385,57.887726,31.94021
40.0,20.0,1e-06,0.04,0.1,0.29165635,0.94786215,58.589935,30.47965
40.0,20.0,1.2e-06,0.04,0.005,0.26097915,0.4508941,52.94764,49.118946
40.0,20.0,1.2e-06,0.04,0.0525,0.30555627,0.9512634,61.66135,29.638382
40.0,20.0,1.2e-06,0.04,0.1,0.30726823,0.9537543,62.18328,28.294245
40.0,20.0,8e-07,0.06,0.005,0.1813576,0.43797356,36.913483,91.34774
40.0,20.0,8e-07,0.06,0.0525,0.20811725,0.9108263,42.337303,45.110756
40.0,20.0,8e-07,0.06,0.1,0.20842412,0.9112663,42.462048,42.128864
40.0,20.0,1e-06,0.06,0.005,0.20214859,0.44145858,41.169796,67.020226
40.0,20.0,1e-06,0.06,0.0525,0.23740023,0.9230767,47.951622,36.460938
40.0,20.0,1e-06,0.06,0.1,0.23680772,0.92390406,47.845345,34.40223
40.0,20.0,1.2e-06,0.06,0.005,0.23196405,0.44216672,47.024567,61.351536
40.0,20.0,1.2e-06,0.06,0.0525,0.25295386,0.92785865,50.980526,33.56467
40.0,20.0,1.2e-06,0.06,0.1,0.25233015,0.93101025,51.00022,32.281384
40.0,20.0,8e-07,0.08,0.005,0.1600209,0.42198148,32.70692,98.1976
40.0,20.0,8e-07,0.08,0.0525,0.17829268,0.8860429,36.476627,53.065544
40.0,20.0,8e-07,0.08,0.1,0.1783212,0.88656855,36.465904,48.957268
40.0,20.0,1e-06,0.08,0.005,0.17587492,0.42565504,35.979324,77.56241
40.0,20.0,1e-06,0.08,0.0525,0.20270915,0.9038782,41.177452,37.53578
40.0,20.0,1e-06,0.08,0.1,0.20208962,0.9049928,40.7825,35.753017
40.0,20.0,1.2e-06,0.08,0.005,0.19946048,0.4254302,40.52884,73.10707
40.0,20.0,1.2e-06,0.08,0.0525,0.2202145,0.9111645,44.680614,34.851273
40.0,20.0,1.2e-06,0.08,0.1,0.21880609,0.9158952,44.45995,32.36397
40.0,20.0,8e-07,0.1,0.005,0.13708137,0.4230588,28.130169,93.45188
40.0,20.0,8e-07,0.1,0.0525,0.15041968,0.86335033,30.931067,77.52877
40.0,20.0,8e-07,0.1,0.1,0.15675555,0.8635677,32.30174,69.2573
40.0,20.0,1e-06,0.1,0.005,0.14988601,0.42673236,30.94886,90.12813
40.0,20.0,1e-06,0.1,0.0525,0.1687761,0.87720215,34.454674,63.77224
40.0,20.0,1e-06,0.1,0.1,0.177669,0.87810206,36.039875,55.967514
40.0,20.0,1.2e-06,0.1,0.005,0.17094675,0.4271186,35.097813,96.44474
40.0,20.0,1.2e-06,0.1,0.0525,0.18978305,0.88926244,38.726242,47.18864
40.0,20.0,1.2e-06,0.1,0.1,0.19073817,0.89178264,39.1081,43.60553
40.0,22.5,8e-07,0.02,0.005,0.27020273,0.4605398,54.264027,58.38718
40.0,22.5,8e-07,0.02,0.0525,0.31365395,0.96738285,63.127647,34.502964
40.0,22.5,8e-07,0.02,0.1,0.31639475,0.9683118,63.53108,33.67173
40.0,22.5,1e-06,0.02,0.005,0.28818566,0.4641428,58.19287,47.455315
40.0,22.5,1e-06,0.02,0.0525,0.34016773,0.97280234,68.42106,29.10941
40.0,22.5,1e-06,0.02,0.1,0.3417345,0.9737313,68.651146,27.413647
40.0,22.5,1.2e-06,0.02,0.005,0.32744798,0.4659754,65.749176,45.70965
40.0,22.5,1.2e-06,0.02,0.0525,0.3792065,0.9762878,76.00014,25.963829
40.0,22.5,1.2e-06,0.02,0.1,0.37814966,0.97797096,75.9839,24.334337
40.0,22.5,8e-07,0.04,0.005,0.2576523,0.44124648,51.951813,60.67643
40.0,22.5,8e-07,0.04,0.0525,0.2766441,0.94000566,56.023697,36.498592
40.0,22.5,8e-07,0.04,0.1,0.28162685,0.93914664,56.633724,35.807777
40.0,22.5,1e-06,0.04,0.005,0.2625302,0.44981143,53.145657,48.276085
40.0,22.5,1e-06,0.04,0.0525,0.30219355,0.94838625,60.960293,30.595154
40.0,22.5,1e-06,0.04,0.1,0.30624467,0.9485632,61.443054,28.792551
40.0,22.5,1.2e-06,0.04,0.005,0.27711675,0.45164403,55.997715,45.76175
40.0,22.5,1.2e-06,0.04,0.0525,0.33174485,0.95540357,66.935616,26.653252
40.0,22.5,1.2e-06,0.04,0.1,0.3337246,0.9566331,67.23126,25.078709
40.0,22.5,8e-07,0.06,0.005,0.1991575,0.43803033,40.41434,74.52845
40.0,22.5,8e-07,0.06,0.0525,0.22637911,0.921346,46.03296,43.185463
40.0,22.5,8e-07,0.06,0.1,0.22664891,0.9206362,46.054104,40.049614
40.0,22.5,1e-06,0.06,0.005,0.2183522,0.44220853,44.56506,60.929985
40.0,22.5,1e-06,0.06,0.0525,0.25800467,0.9320194,52.403465,32.501324
40.0,22.5,1e-06,0.06,0.1,0.25829977,0.9323455,52.33813,30.099272
40.0,22.5,1.2e-06,0.06,0.005,0.25316852,0.44291666,51.299084,57.96152
40.0,22.5,1.2e-06,0.06,0.0525,0.27993998,0.9377268,56.75801,28.01446
40.0,22.5,1.2e-06,0.06,0.1,0.28088805,0.93877006,56.811844,26.499453
40.0,22.5,8e-07,0.08,0.005,0.16852257,0.42203826,34.374977,85.391975
40.0,22.5,8e-07,0.08,0.0525,0.18820287,0.8882348,38.31253,45.825687
40.0,22.5,8e-07,0.08,0.1,0.18749852,0.88761055,38.14969,44.228848
40.0,22.5,1e-06,0.08,0.005,0.18880963,0.42640746,38.64791,72.61503
40.0,22.5,1e-06,0.08,0.0525,0.21573386,0.9067175,43.9763,33.37799
40.0,22.5,1e-06,0.08,0.1,0.21617198,0.90733075,43.650974,30.478367
40.0,22.5,1.2e-06,0.08,0.005,0.21451175,0.42618263,43.556652,69.162186
40.0,22.5,1.2e-06,0.08,0.0525,0.23443708,0.9153872,47.65887,29.552727
40.0,22.5,1.2e-06,0.08,0.1,0.23477045,0.9180095,47.501026,26.749765
40.0,22.5,8e-07,0.1,0.005,0.14667575,0.42327902,30.000523,96.71435
40.0,22.5,8e-07,0.1,0.0525,0.16491704,0.87836957,33.789642,55.737343
40.0,22.5,8e-07,0.1,0.1,0.1635037,0.8781904,33.636887,54.99307
40.0,22.5,1e-06,0.1,0.005,0.16925159,0.42764822,34.938034,86.89228
40.0,22.5,1e-06,0.1,0.0525,0.189106,0.8935257,38.75832,44.576057
40.0,22.5,1e-06,0.1,0.1,0.19028258,0.894029,38.788055,41.18371
40.0,22.5,1.2e-06,0.1,0.005,0.18544102,0.42790383,37.989277,78.50684
40.0,22.5,1.2e-06,0.1,0.0525,0.20072058,0.8991265,41.043804,39.411713
40.0,22.5,1.2e-06,0.1,0.1,0.20243211,0.8998331,41.405537,37.561386
40.0,25.0,8e-07,0.02,0.005,0.27754456,0.45355678,55.91529,57.394882
40.0,25.0,8e-07,0.02,0.0525,0.33361152,0.9699858,67.23722,33.098812
40.0,25.0,8e-07,0.02,0.1,0.3414514,0.9703882,68.63471,32.075886
40.0,25.0,1e-06,0.02,0.005,0.29210716,0.45794043,59.076836,47.09704
40.0,25.0,1e-06,0.02,0.0525,0.35220176,0.97546977,70.75271,27.550125
40.0,25.0,1e-06,0.02,0.1,0.35774064,0.9765962,71.80344,25.756416
40.0,25.0,1.2e-06,0.02,0.005,0.33342162,0.45983797,67.04031,45.746094
40.0,25.0,1.2e-06,0.02,0.0525,0.38731143,0.9783678,77.710304,25.042486
40.0,25.0,1.2e-06,0.02,0.1,0.38804162,0.97896624,77.99867,23.437893
40.0,25.0,8e-07,0.04,0.005,0.26340035,0.43409693,53.37154,59.90199
40.0,25.0,8e-07,0.04,0.0525,0.28717697,0.9443991,58.23973,34.955627
40.0,25.0,8e-07,0.04,0.1,0.29431462,0.94301355,59.237225,33.65606
40.0,25.0,1e-06,0.04,0.005,0.26545495,0.44344252,53.90324,48.213284
40.0,25.0,1e-06,0.04,0.0525,0.31416097,0.9523967,63.33601,28.686592
40.0,25.0,1e-06,0.04,0.1,0.32012033,0.9527712,64.211395,26.474731
40.0,25.0,1.2e-06,0.04,0.005,0.28504604,0.44534004,57.64803,45.684162
40.0,25.0,1.2e-06,0.04,0.0525,0.33976603,0.95765865,68.56317,25.324783
40.0,25.0,1.2e-06,0.04,0.1,0.34113112,0.9578035,68.878784,23.82873
40.0,25.0,8e-07,0.06,0.005,0.20437174,0.43088078,41.63157,73.182625
40.0,25.0,8e-07,0.06,0.0525,0.23084849,0.92437744,46.803577,41.801785
40.0,25.0,8e-07,0.06,0.1,0.22997135,0.92296505,46.651325,37.81308
40.0,25.0,1e-06,0.06,0.005,0.2346416,0.43583962,47.765385,61.047695
40.0,25.0,1e-06,0.06,0.0525,0.27168915,0.935491,54.763344,30.917326
40.0,25.0,1e-06,0.06,0.1,0.27059057,0.9358386,54.529804,27.861906
40.0,25.0,1.2e-06,0.06,0.005,0.26593477,0.43685335,53.878933,57.963497
40.0,25.0,1.2e-06,0.06,0.0525,0.28973037,0.9407669,58.642784,26.909597
40.0,25.0,1.2e-06,0.06,0.1,0.288829,0.94096875,58.493435,25.329926
40.0,25.0,8e-07,0.08,0.005,0.1747964,0.4147518,35.96217,79.99962
40.0,25.0,8e-07,0.08,0.0525,0.18987252,0.89539236,38.778156,44.256855
40.0,25.0,8e-07,0.08,0.1,0.1896913,0.8940656,38.676895,42.30446
40.0,25.0,1e-06,0.08,0.005,0.2072496,0.41990164,42.439087,68.550354
40.0,25.0,1e-06,0.08,0.0525,0.22706385,0.9139401,46.124126,31.501226
40.0,25.0,1e-06,0.08,0.1,0.2277784,0.91457486,45.881428,28.404566
40.0,25.0,1.2e-06,0.08,0.005,0.23423865,0.41998237,47.59235,65.5755
40.0,25.0,1.2e-06,0.08,0.0525,0.25295204,0.9207521,51.273354,28.58207
40.0,25.0,1.2e-06,0.08,0.1,0.25322413,0.92197394,51.14546,25.9812
40.0,25.0,8e-07,0.1,0.005,0.15800965,0.41602102,32.449097,88.94567
40.0,25.0,8e-07,0.1,0.0525,0.17032444,0.8835114,34.83525,51.88665
40.0,25.0,8e-07,0.1,0.1,0.16915782,0.88303816,34.730804,50.845856
40.0,25.0,1e-06,0.1,0.005,0.17838319,0.42117086,36.703392,77.22764
40.0,25.0,1e-06,0.1,0.0525,0.19308323,0.89726573,39.426834,40.21869
40.0,25.0,1e-06,0.1,0.1,0.19425981,0.89819896,39.52593,36.506016
40.0,25.0,1.2e-06,0.1,0.005,0.19413888,0.4213211,39.70074,70.67936
40.0,25.0,1.2e-06,0.1,0.0525,0.21144283,0.9026802,43.116543,37.166428
40.0,25.0,1.2e-06,0.1,0.1,0.21281654,0.9023948,43.494957,34.81485
60.0,15.0,8e-07,0.02,0.005,0.2395444,0.4609047,48.264896,84.918915
60.0,15.0,8e-07,0.02,0.0525,0.26450405,0.9500921,53.235664,50.868534
60.0,15.0,8e-07,0.02,0.1,0.2660831,0.9536587,53.43388,50.864548
60.0,15.0,1e-06,0.02,0.005,0.24879792,0.4646426,50.486782,63.6403
60.0,15.0,1e-06,0.02,0.0525,0.28079402,0.95343614,56.681202,45.17844
60.0,15.0,1e-06,0.02,0.1,0.28399882,0.9565925,57.15943,42.079865
60.0,15.0,1.2e-06,0.02,0.005,0.28931552,0.46685788,58.15098,60.686005
60.0,15.0,1.2e-06,0.02,0.0525,0.306433,0.95521903,61.682045,39.395645
60.0,15.0,1.2e-06,0.02,0.1,0.30691805,0.9581479,61.776237,39.31478
60.0,15.0,8e-07,0.04,0.005,0.20063615,0.44213358,40.324673,85.14832
60.0,15.0,8e-07,0.04,0.0525,0.22573473,0.9216594,45.643173,53.67597
60.0,15.0,8e-07,0.04,0.1,0.22936116,0.92310125,46.151085,52.048107
60.0,15.0,1e-06,0.04,0.005,0.21335317,0.44987717,42.920784,64.978714
60.0,15.0,1e-06,0.04,0.0525,0.24849007,0.9349359,49.901104,47.428223
60.0,15.0,1e-06,0.04,0.1,0.25467414,0.9355871,50.882023,41.870384
60.0,15.0,1.2e-06,0.04,0.005,0.22175525,0.45209244,45.08183,60.6487
60.0,15.0,1.2e-06,0.04,0.0525,0.2604138,0.9401422,52.782494,42.236908
60.0,15.0,1.2e-06,0.04,0.1,0.2639599,0.9410313,53.348038,40.623005
60.0,15.0,8e-07,0.06,0.005,0.15318657,0.436829,30.893906,105.65292
60.0,15.0,8e-07,0.06,0.0525,0.17656578,0.8892473,35.82478,65.13651
60.0,15.0,8e-07,0.06,0.1,0.1786336,0.8910278,36.34461,63.386868
60.0,15.0,1e-06,0.06,0.005,0.17753726,0.44018584,36.071228,75.301796
60.0,15.0,1e-06,0.06,0.0525,0.20636459,0.90783924,41.711624,50.29421
60.0,15.0,1e-06,0.06,0.1,0.20912208,0.90882903,42.172127,44.86957
60.0,15.0,1.2e-06,0.06,0.005,0.1887562,0.44127664,38.354992,71.72724
60.0,15.0,1.2e-06,0.06,0.0525,0.21298027,0.9135237,43.045444,45.160534
60.0,15.0,1.2e-06,0.06,0.1,0.2185215,0.91553235,43.964424,43.683987
60.0,15.0,8e-07,0.08,0.005,0.13815169,0.42009896,27.803204,118.76554
60.0,15.0,8e-07,0.08,0.0525,0.1497208,0.8641159,30.219797,85.9394
60.0,15.0,8e-07,0.08,0.1,0.15544352,0.8658964,31.417402,73.569336
60.0,15.0,1e-06,0.08,0.005,0.15341407,0.42180985,31.279732,105.0793
60.0,15.0,1e-06,0.08,0.0525,0.1700416,0.8808622,34.52025,55.14513
60.0,15.0,1e-06,0.08,0.1,0.1749414,0.88205355,35.250145,54.83865
60.0,15.0,1.2e-06,0.08,0.005,0.17524359,0.4219677,35.488747,74.72769
60.0,15.0,1.2e-06,0.08,0.0525,0.19362666,0.8913093,39.327576,50.371983
60.0,15.0,1.2e-06,0.08,0.1,0.19451226,0.8940786,39.257675,49.95852
60.0,15.0,8e-07,0.1,0.005,0.116611324,0.42028084,23.741741,129.80495
60.0,15.0,8e-07,0.1,0.0525,0.124444686,0.8421266,25.222515,123.10234
60.0,15.0,8e-07,0.1,0.1,0.1292825,0.84251034,26.433573,110.69017
60.0,15.0,1e-06,0.1,0.005,0.120927915,0.42199174,25.122892,125.63287
60.0,15.0,1e-06,0.1,0.0525,0.1363011,0.8611534,27.73992,118.021034
60.0,15.0,1e-06,0.1,0.1,0.1427559,0.86220014,28.93046,109.776764
60.0,15.0,1.2e-06,0.1,0.005,0.15023674,0.42264524,30.7518,99.6616
60.0,15.0,1.2e-06,0.1,0.0525,0.16415963,0.8732675,33.517284,77.302086
60.0,15.0,1.2e-06,0.1,0.1,0.16660023,0.8756074,33.908035,74.89579
60.0,17.5,8e-07,0.02,0.005,0.2571771,0.45793498,52.118057,80.267975
60.0,17.5,8e-07,0.02,0.0525,0.27964517,0.9601343,56.80034,45.410294
60.0,17.5,8e-07,0.02,0.1,0.28158528,0.9605773,56.939457,44.70166
60.0,17.5,1e-06,0.02,0.005,0.27693525,0.4616729,55.902225,59.366936
60.0,17.5,1e-06,0.02,0.0525,0.30903524,0.9658639,62.296566,40.75186
60.0,17.5,1e-06,0.02,0.1,0.31113225,0.9658966,62.44299,38.37458
60.0,17.5,1.2e-06,0.02,0.005,0.30898193,0.4636164,62.062317,56.12093
60.0,17.5,1.2e-06,0.02,0.0525,0.33049932,0.9667814,66.51167,38.249405
60.0,17.5,1.2e-06,0.02,0.1,0.33068722,0.9679951,66.645065,35.737064
60.0,17.5,8e-07,0.04,0.005,0.21748798,0.43944517,43.85866,82.574905
60.0,17.5,8e-07,0.04,0.0525,0.2386321,0.92808026,48.578426,48.663773
60.0,17.5,8e-07,0.04,0.1,0.24261959,0.92673814,48.853264,47.580055
60.0,17.5,1e-06,0.04,0.005,0.25151372,0.44718876,50.506985,62.780495
60.0,17.5,1e-06,0.04,0.0525,0.271582,0.9412556,54.600876,43.848434
60.0,17.5,1e-06,0.04,0.1,0.27665836,0.94030094,55.22584,40.04314
60.0,17.5,1.2e-06,0.04,0.005,0.25820515,0.4489279,52.491386,57.032887
60.0,17.5,1.2e-06,0.04,0.0525,0.28755578,0.94646686,58.362774,39.16768
60.0,17.5,1.2e-06,0.04,0.1,0.2912805,0.9471198,58.9769,36.33404
60.0,17.5,8e-07,0.06,0.005,0.15708567,0.43402845,32.130634,98.92287
60.0,17.5,8e-07,0.06,0.0525,0.18548705,0.9057466,37.990128,59.72516
60.0,17.5,8e-07,0.06,0.1,0.18662317,0.90474313,38.226143,58.568993
60.0,17.5,1e-06,0.06,0.005,0.17991748,0.4373853,36.758976,71.84059
60.0,17.5,1e-06,0.06,0.0525,0.21521267,0.92248833,43.628735,46.628284
60.0,17.5,1e-06,0.06,0.1,0.21475683,0.9218723,43.50082,42.56668
60.0,17.5,1.2e-06,0.06,0.005,0.19507459,0.43799996,39.851086,66.5864
60.0,17.5,1.2e-06,0.06,0.0525,0.22543286,0.92756844,45.612495,41.774063
60.0,17.5,1.2e-06,0.06,0.1,0.22904716,0.92934096,46.314087,38.729607
60.0,17.5,8e-07,0.08,0.005,0.13832705,0.41955057,28.41878,119.59617
60.0,17.5,8e-07,0.08,0.0525,0.15462667,0.8774317,31.760406,77.5233
60.0,17.5,8e-07,0.08,0.1,0.15472175,0.87642825,31.610989,65.9342
60.0,17.5,1e-06,0.08,0.005,0.15577373,0.42126146,32.171513,105.34971
60.0,17.5,1e-06,0.08,0.0525,0.18001199,0.88808924,36.822853,52.04003
60.0,17.5,1e-06,0.08,0.1,0.17876644,0.88767475,36.25037,50.704773
60.0,17.5,1.2e-06,0.08,0.005,0.17764796,0.42094317,36.406685,74.546684
60.0,17.5,1.2e-06,0.08,0.0525,0.2009584,0.90230066,40.85603,44.691116
60.0,17.5,1.2e-06,0.08,0.1,0.20042387,0.9055666,40.552048,42.3225
60.0,17.5,8e-07,0.1,0.005,0.12010887,0.41965514,24.821218,129.93222
60.0,17.5,8e-07,0.1,0.0525,0.13406664,0.85324705,27.51113,121.295815
60.0,17.5,8e-07,0.1,0.1,0.14199726,0.85236275,29.034336,88.26835
60.0,17.5,1e-06,0.1,0.005,0.12717643,0.42136604,26.562263,125.48122
60.0,17.5,1e-06,0.1,0.0525,0.14987369,0.86654764,30.674618,108.93076
60.0,17.5,1e-06,0.1,0.1,0.15890327,0.8663458,32.221962,77.371475
60.0,17.5,1.2e-06,0.1,0.005,0.14834236,0.4215282,30.721546,99.92051
60.0,17.5,1.2e-06,0.1,0.0525,0.17066602,0.87963426,34.850925,60.84326
60.0,17.5,1.2e-06,0.1,0.1,0.172618,0.88111705,35.12463,53.96273
60.0,20.0,8e-07,0.02,0.005,0.2625944,0.46057108,52.98171,65.80042
60.0,20.0,8e-07,0.02,0.0525,0.29717624,0.9684145,60.06305,40.56437
60.0,20.0,8e-07,0.02,0.1,0.29890627,0.9699764,60.272408,39.012486
60.0,20.0,1e-06,0.02,0.005,0.28224105,0.46439102,56.831673,51.679962
60.0,20.0,1e-06,0.02,0.0525,0.3314839,0.9720506,66.585106,34.024902
60.0,20.0,1e-06,0.02,0.1,0.3336313,0.9732023,66.84547,32.392963
60.0,20.0,1.2e-06,0.02,0.005,0.30764017,0.46633452,61.777958,46.62149
60.0,20.0,1.2e-06,0.02,0.0525,0.3632365,0.9721628,72.69922,29.708246
60.0,20.0,1.2e-06,0.02,0.1,0.3629256,0.97425884,72.90773,28.471346
60.0,20.0,8e-07,0.04,0.005,0.22087157,0.44127777,44.73234,68.90137
60.0,20.0,8e-07,0.04,0.0525,0.25052854,0.9354393,50.99241,43.061306
60.0,20.0,8e-07,0.04,0.1,0.25363296,0.93586516,51.330215,41.628437
60.0,20.0,1e-06,0.04,0.005,0.24793147,0.4491034,50.07815,54.64896
60.0,20.0,1e-06,0.04,0.0525,0.28364253,0.94722575,57.100697,35.464756
60.0,20.0,1e-06,0.04,0.1,0.28826565,0.94803905,57.883152,33.94437
60.0,20.0,1.2e-06,0.04,0.005,0.2588416,0.45104688,52.488598,49.317562
60.0,20.0,1.2e-06,0.04,0.0525,0.30397826,0.9507458,61.266827,30.625546
60.0,20.0,1.2e-06,0.04,0.1,0.30625924,0.9527715,61.90276,29.270979
60.0,20.0,8e-07,0.06,0.005,0.17954452,0.43793318,36.685745,91.365616
60.0,20.0,8e-07,0.06,0.0525,0.20785786,0.91057503,42.371094,48.299973
60.0,20.0,8e-07,0.06,0.1,0.20858319,0.9113396,42.614475,44.49455
60.0,20.0,1e-06,0.06,0.005,0.20185377,0.44131094,41.184986,62.491028
60.0,20.0,1e-06,0.06,0.0525,0.23797788,0.92271817,48.040882,40.220165
60.0,20.0,1e-06,0.06,0.1,0.23754102,0.92387015,48.01485,38.10164
60.0,20.0,1.2e-06,0.06,0.005,0.23205261,0.44212997,47.163094,57.093056
60.0,20.0,1.2e-06,0.06,0.0525,0.25428036,0.9271515,51.0865,34.947628
60.0,20.0,1.2e-06,0.06,0.1,0.25422567,0.9300275,51.220196,33.653915
60.0,20.0,8e-07,0.08,0.005,0.15984677,0.4219411,32.62781,94.97722
60.0,20.0,8e-07,0.08,0.0525,0.17658207,0.8857916,36.069363,51.04399
60.0,20.0,8e-07,0.08,0.1,0.17638934,0.8866418,36.11003,49.199757
60.0,20.0,1e-06,0.08,0.005,0.1755801,0.42412338,35.91538,72.9618
60.0,20.0,1e-06,0.08,0.0525,0.20134692,0.9035197,40.825657,39.412285
60.0,20.0,1e-06,0.08,0.1,0.20024334,0.90495884,40.443714,37.635654
60.0,20.0,1.2e-06,0.08,0.005,0.19954903,0.42400944,40.585014,68.74374
60.0,20.0,1.2e-06,0.08,0.0525,0.22109006,0.9111278,44.72639,36.50009
60.0,20.0,1.2e-06,0.08,0.1,0.22025071,0.91558284,44.681774,33.471905
60.0,20.0,8e-07,0.1,0.005,0.1355639,0.42301843,27.875141,103.73208
60.0,20.0,8e-07,0.1,0.0525,0.1483148,0.86176205,30.51502,90.68564
60.0,20.0,8e-07,0.1,0.1,0.158961,0.86230403,32.70329,72.297295
60.0,20.0,1e-06,0.1,0.005,0.14073282,0.4252007,29.216042,103.15209
60.0,20.0,1e-06,0.1,0.0525,0.16027005,0.876682,32.717556,77.205475
60.0,20.0,1e-06,0.1,0.1,0.17244498,0.87790644,34.930424,56.13438
60.0,20.0,1.2e-06,0.1,0.005,0.16217695,0.42569783,33.471245,96.78523
60.0,20.0,1.2e-06,0.1,0.0525,0.18180026,0.8890641,37.09965,47.473454
60.0,20.0,1.2e-06,0.1,0.1,0.18645081,0.8913086,38.1077,43.0484
60.0,22.5,8e-07,0.02,0.005,0.26849115,0.46068895,54.225998,58.355217
60.0,22.5,8e-07,0.02,0.0525,0.31283557,0.9673723,63.142178,37.60975
60.0,22.5,8e-07,0.02,0.1,0.31677225,0.9681176,63.701588,35.72161
60.0,22.5,1e-06,0.02,0.005,0.28828198,0.4641847,58.244312,47.531826
60.0,22.5,1e-06,0.02,0.0525,0.33714077,0.972817,67.89996,32.379578
60.0,22.5,1e-06,0.02,0.1,0.34036744,0.9735623,68.44179,30.591637
60.0,22.5,1.2e-06,0.02,0.005,0.32735708,0.4661282,65.71591,45.887016
60.0,22.5,1.2e-06,0.02,0.0525,0.3764088,0.97620094,75.49259,26.67657
60.0,22.5,1.2e-06,0.02,0.1,0.37717718,0.9777005,75.821846,24.97934
60.0,22.5,8e-07,0.04,0.005,0.25640225,0.44139564,51.81632,60.61441
60.0,22.5,8e-07,0.04,0.0525,0.27645436,0.9401548,56.035976,39.627068
60.0,22.5,8e-07,0.04,0.1,0.28176543,0.93943083,56.69541,37.905975
60.0,22.5,1e-06,0.04,0.005,0.26326755,0.44985333,53.181416,48.048595
60.0,22.5,1e-06,0.04,0.0525,0.30314633,0.9485606,60.997337,33.9227
60.0,22.5,1e-06,0.04,0.1,0.30726296,0.9488726,61.535633,31.974716
60.0,22.5,1.2e-06,0.04,0.005,0.27725506,0.45179683,56.076653,45.635113
60.0,22.5,1.2e-06,0.04,0.0525,0.3324427,0.9554764,66.9862,27.423363
60.0,22.5,1.2e-06,0.04,0.1,0.33490133,0.956841,67.37114,25.727901
60.0,22.5,8e-07,0.06,0.005,0.19743456,0.43798995,40.24225,74.309326
60.0,22.5,8e-07,0.06,0.0525,0.22620986,0.9210947,46.058,46.19649
60.0,22.5,8e-07,0.06,0.1,0.22680798,0.92070943,46.173065,42.102844
60.0,22.5,1e-06,0.06,0.005,0.21847953,0.4420609,44.610893,56.098957
60.0,22.5,1e-06,0.06,0.0525,0.25867248,0.93179333,52.483974,35.71143
60.0,22.5,1e-06,0.06,0.1,0.25903308,0.93244404,52.474174,33.16399
60.0,22.5,1.2e-06,0.06,0.005,0.25367928,0.44287992,51.468254,53.377785
60.0,22.5,1.2e-06,0.06,0.0525,0.2813566,0.9376101,56.855232,28.813564
60.0,22.5,1.2e-06,0.06,0.1,0.28278357,0.9389779,56.998356,27.177639
60.0,22.5,8e-07,0.08,0.005,0.16843857,0.42199787,34.409138,85.007385
60.0,22.5,8e-07,0.08,0.0525,0.18722825,0.8879835,38.082024,46.367256
60.0,22.5,8e-07,0.08,0.1,0.18621251,0.88768387,37.913857,43.855766
60.0,22.5,1e-06,0.08,0.005,0.18893696,0.42625982,38.67224,68.04416
60.0,22.5,1e-06,0.08,0.0525,0.2151076,0.9064914,43.80126,34.435173
60.0,22.5,1e-06,0.08,0.1,0.21497154,0.9074293,43.432224,31.433329
60.0,22.5,1.2e-06,0.08,0.005,0.21502246,0.42614588,43.701107,64.754005
60.0,22.5,1.2e-06,0.08,0.0525,0.23540278,0.91548294,47.753525,30.943396
60.0,22.5,1.2e-06,0.08,0.1,0.23621507,0.91842985,47.715008,27.532202
60.0,22.5,8e-07,0.1,0.005,0.14524844,0.42323864,29.802883,96.91503
60.0,22.5,8e-07,0.1,0.0525,0.16354814,0.8781183,33.492725,57.085392
60.0,22.5,8e-07,0.1,0.1,0.166355,0.87826365,34.13286,55.97387
60.0,22.5,1e-06,0.1,0.005,0.16052057,0.42750058,33.237602,87.030685
60.0,22.5,1e-06,0.1,0.0525,0.18133596,0.89329964,37.14033,44.802376
